/* DATA DESCRIPTION:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citation:,"Douville, Eric"," Bourdin, Guillaume"," Lombard, Fabien"," Gorsky, G"," Fin, Jonathan"," Metzl, Nicolas"," Pesant, Stephane"," Tara Pacific Consortium (2022): Seawater carbonate chemistry dataset collected during the Tara Pacific Expedition 2016-2018 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.944420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abstract:,"The Tara Pacific expedition (2016-2018) sampled coral ecosystems around 32 islands in the Pacific Ocean, and sampled the surface of oceanic waters at 249 locations, resulting in the collection of nearly 58,000 samples. The expedition was designed to systematically study corals, fish, plankton, and seawater, and included the collection of samples for advanced biogeochemical, molecular, and imaging analysis. Here we provide results of carbonate chemistry for seawater samples collected during the expedition at the offshore and inshore sampling stations as well as at coral sampling sites (a few meters from studied colonies). The sampling protocol was described by Gorsky et al. (2019). Briefly, unfiltered seawater was collected once a week during the cruise and poisoned with Hg2Cl2 before to be stored on TARA board (356 samples). Like for TARA-Ocean expedition (Picheral et al, 2014) Total Alkalinity (TA) and Total Inorganic Carbon (TC) were measured at the SNAPO-CO2 facility at LOCEAN laboratory (Paris, France) and analyzed simultaneously by potentiometric titration derived from the method developed by Edmond (1970) using a closed cell. Calibrated Certified Reference Material (CRM, Dickson et al, 2007) were regularly analyzed (CRM Batches 155, 173 and 182). Analytical accuracy of the TA and TC concentrations is ±3 µmol.kg-1. Additional parameters of the carbonate system were calculated with CO2SYS.m v3.1.1 (Feb 2021: https://github.com/jonathansharp/CO2-System-Extd) using measured TA-TC data, in-situ seawater salinity and temperature measured at each seawater sampling, and local phosphate and silicate concentrations as inputs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword(s):,Carbonate chemistry, Pacific Ocean, surface seawater, Tara Pacific, total alkalinity (TA), Total Carbonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Related to:,"Edmond, John M (1970): High precision determination of titration alkalinity and total carbon dioxide content of sea water by potentiometric titration. Deep Sea Research, 17(4), 737-750, https://doi.org/10.1016/0011-7471(70)90038-0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Gorsky, G"," Bourdin, Guillaume"," Lombard, Fabien"," Pedrotti, Maria Luiza"," Audrain, Samuel"," Bin, Nicolas"," Boss, Emmanuel"," Bowler, Chris"," Cassar, Nicolas"," Caudan, Loic"," Chabot, Genevieve"," Cohen, Natalie R"," Cron, Daniel"," De Vargas, Colomban"," Dolan, John"," Douville, Eric"," Elineau, A"," Flores, J Michel"," Ghiglione, Jean Francois"," Haëntjens, Nils"," Hertau, Martin"," John, Seth G"," Kelly, Rachel Lauren"," Koren, Ilan"," Lin, Y"," Marie, Dominique"," Moulin, Clémentine"," Moucherie, Yohann"," Pesant, Stephane"," Picheral, Marc"," Poulain, Julie"," Pujo-Pay, Mireille"," Reverdin, Gilles"," Romac, Sarah"," Sullivan, Matthew"," Trainic, Miri"," Tressol, Marc"," Troublé, Romain"," Vardi, Assaf"," Voolstra, Christian R"," Wincker, Patrick"," Agostini, Sylvain"," Banaigs, Bernard"," Boissin, Emilie"," Forcioli, Didier"," Furla, Paola"," Galand, Pierre E"," Gilson, Eric"," Reynaud, Stéphanie"," Sunagawa, Shinichi"," Thomas, Olivier"," Vega Thurber, Rebecca"," Zoccola, Didier", Tara Pacific Consortium," Planes, Serge"," Allemand, Denis"," Karsenti, Eric (2019): Expanding Tara Oceans Protocols for Underway, Ecosystemic Sampling of the Ocean-Atmosphere Interface During Tara Pacific Expedition (2016–2018). Frontiers in Marine Science, 6, https://doi.org/10.3389/fmars.2019.00750",
TARA_20171227T0515Z_D_S-SRF_ZODIAC-PUMP,TARA_G100014262,TARA_EVENT_20171227T0515Z_OA000-I25-S03_D_S-SRF_ZODIAC-PUMP,1,3,2,OA000-I25-S03-C000,not-available,[S-SRF] marine surface layer (ENVO:01001581) below the ocean-atmosphere interface (ENVO:01001309) near a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,SN-041,analysis date/time=2018-05-31T15:55,[2] good,200,[3] questionable,2225.4,2226.29016,[3] questionable,1916,1916.7664,[3] questionable,13.1325,0.0703,0.0703,403.6612378,402.4291869,1689.629302,216.6241886,10.51290925,8.6479332,0.007191125,5.292634088,3.522042292,8.027174542,,,,,,,,,,,,,,,,,,,,,,,
TARA_20171227T2255Z_D_C-CSW-C001_SCUBA-PUMP,TARA_G100017899,TARA_EVENT_20171227T2255Z_OA000-I25-S04_D_C-CSW-C001_SCUBA-PUMP,9.2,9.2,9.2,OA000-I25-S04-C001,not-available,[C-CSW] seawater (ENVO:00002149) surrounding a coral colony (CSW = colony-surrounding-water) part of a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,SN-360,analysis date/time=2018-05-31T10:47,[2] good,200,[2] good,2233.5,2234.3934,[2] good,1934,1934.7736,[2] good,19.3325,0.124,0.124,431.6474997,430.3342147,1712.943782,210.6601877,11.16963019,8.405027822,0.007564725,5.144062656,3.426693936,8.004353862,,,,,,,,,,,,,,,,,,,,,,,
TARA_20171228T0455Z_D_S-SRF_ZODIAC-PUMP,TARA_G100017904,TARA_EVENT_20171228T0455Z_OA000-I25-S04_D_S-SRF_ZODIAC-PUMP,1,3,2,OA000-I25-S04-C000,not-available,[S-SRF] marine surface layer (ENVO:01001581) below the ocean-atmosphere interface (ENVO:01001309) near a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,SN-358,analysis date/time=2018-05-31T14:27,[2] good,200,[2] good,2227.2,2228.09088,[2] good,1915,1915.766,[2] good,13.1325,0.0995,0.0995,414.6800678,413.4284324,1686.544873,218.657005,10.56412242,9.158497093,0.007314755,5.351265494,3.572564064,8.016816905,,,,,,,,,,,,,,,,,,,,,,,
TARA_20171229T0001Z_D_C-CSW-C001_SCUBA-PUMP,TARA_G100017892,TARA_EVENT_20171229T0001Z_OA000-I25-S05_D_C-CSW-C001_SCUBA-PUMP,5.6,5.6,5.6,OA000-I25-S05-C001,not-available,[C-CSW] seawater (ENVO:00002149) surrounding a coral colony (CSW = colony-surrounding-water) part of a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,SN-364,analysis date/time=2018-05-31T14:10,[2] good,200,[2] good,2217.2,2218.08688,[2] good,1897.3,1898.05892,[2] good,15.7325,0.0545,0.0545,383.5436394,382.3782031,1664.690405,223.4520222,9.916493199,9.237620054,0.006903379,5.476264142,3.646543811,8.044180629,,,,,,,,,,,,,,,,,,,,,,,
TARA_20171229T0600Z_D_S-SRF_ZODIAC-PUMP,TARA_G100017896,TARA_EVENT_20171229T0600Z_OA000-I25-S05_D_S-SRF_ZODIAC-PUMP,1,3,2,OA000-I25-S05-C000,not-available,[S-SRF] marine surface layer (ENVO:01001581) below the ocean-atmosphere interface (ENVO:01001309) near a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,SN-362,analysis date/time=2018-05-31T13:13,[2] good,200,[2] good,2220.4,2221.28816,[2] good,1902.6,1903.36104,[2] good,13.1325,0.047,0.047,388.5707056,387.3899941,1671.052101,222.262471,10.04646763,9.153320492,0.006965372,5.448992434,3.628278943,8.040280615,,,,,,,,,,,,,,,,,,,,,,,
TARA_20171230T0545Z_D_I-SRF_DOLPHIN-CARBOY,TARA_G100017879,TARA_EVENT_20171230T0545Z_OA167-I26-S00_D_I-SRF_DOLPHIN-CARBOY,0,0.3,0.15,OA167-I26-S00-C000,sampling at OA167-I00-S00 is contextual to (<200 nm from) both OA000-I25 and OA000-I26,[I-SRFa] sea surface layer (ENVO:01001581) at the ocean-atmosphere interface (ENVO:01001309) near an oceanic island environment (ENVO:00000222),BGC-CARB,R01,TR1,SN-351,analysis date/time=2018-05-31T13:31,[2] good,200,[2] good,2210.3,2211.18412,[2] good,1881.1,1881.85244,[2] good,10.4325,0.0137,0.0137,370.2617834,369.1422554,1643.087038,229.2825933,9.482808473,9.803903428,0.006713111,5.63035407,3.753817173,8.055055003,,,,,,,,,,,,,,,,,,,,,,,
TARA_20171230T0545Z_D_I-SRF_DOLPHIN-CARBOY,TARA_G100017880,TARA_EVENT_20171230T0545Z_OA167-I26-S00_D_I-SRF_DOLPHIN-CARBOY,0,0.3,0.15,OA167-I26-S00-C000,sampling at OA167-I00-S00 is contextual to (<200 nm from) both OA000-I25 and OA000-I26,[I-SRFa] sea surface layer (ENVO:01001581) at the ocean-atmosphere interface (ENVO:01001309) near an oceanic island environment (ENVO:00000222),BGC-CARB,R02,TR1,SN-359,analysis date/time=2018-05-31T13:51,[2] good,200,[2] good,2213,2213.8852,[2] good,1881.7,1882.45268,[2] good,10.4325,0.0137,0.0137,367.5836522,366.4722218,1642.305127,230.7333349,9.414218609,9.870632977,0.006667727,5.665979054,3.777568731,8.058000982,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180105T2323Z_D_C-CSW-C001_SCUBA-PUMP,TARA_G100013913,TARA_EVENT_20180105T2323Z_OA000-I26-S01_D_C-CSW-C001_SCUBA-PUMP,2.7,2.7,2.7,OA000-I26-S01-C001,not-available,[C-CSW] seawater (ENVO:00002149) surrounding a coral colony (CSW = colony-surrounding-water) part of a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,AT-32,analysis date/time=2018-05-30T16:47,[2] good,200,[2] good,2200.5,2201.3802,[2] good,1890.5,1891.2562,[2] good,12.8325,0.055,0.055,399.7896476,398.5763391,1664.714798,216.2408935,10.30050817,8.975612499,0.007185161,5.292790875,3.527119103,8.026175487,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180106T0450Z_D_S-SRF_ZODIAC-PUMP,TARA_G100013928,TARA_EVENT_20180106T0450Z_OA000-I26-S01_D_S-SRF_ZODIAC-PUMP,1,3,2,OA000-I26-S01-C000,not-available,[S-SRF] marine surface layer (ENVO:01001581) below the ocean-atmosphere interface (ENVO:01001309) near a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,AT-33,analysis date/time=2018-05-30T12:58,[2] good,200,[2] good,2197.3,2198.17892,[2] good,1870.9,1871.64836,[2] good,13.1325,0.03,0.03,368.4183644,367.3001482,1635.669983,226.4845484,9.49382904,9.563332875,0.006739885,5.542861891,3.693725193,8.053979119,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180106T0636Z_D_C-COL_SCUBA-CORER,TARA_CO-1002017,TARA_EVENT_20180106T0636Z_OA000-I26-S01_D_C-COL_SCUBA-CORER,15.8,15.8,15.8,OA000-I26-S01-C901,not-available,[C-CSW] seawater (ENVO:00002149) surrounding a coral colony (CSW = colony-surrounding-water) part of a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,AT-96,analysis date/time=2018-05-30T12:39,[2] good,200,[2] good,2204.2,2205.08168,[2] good,1892.4,1893.15696,[2] good,25.9325,0.03,0.03,403.1500117,401.9320788,1665.158114,217.7010139,10.29783242,9.209832862,0.007218366,5.326618119,3.55432047,8.023150444,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180106T0636Z_D_C-COL_SCUBA-CORER,TARA_CO-1002391,TARA_EVENT_20180106T0636Z_OA000-I26-S01_D_C-COL_SCUBA-CORER,15.8,15.8,15.8,OA000-I26-S01-C902,not-available,[C-CSW] seawater (ENVO:00002149) surrounding a coral colony (CSW = colony-surrounding-water) part of a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,AT-35,analysis date/time=2018-05-30T14:13,[2] good,200,[2] good,2202.4,2203.28096,[2] good,1895.2,1895.95808,[2] good,25.9325,0.03,0.03,411.4824157,410.2393103,1670.725998,214.7214114,10.51067056,9.053508164,0.007343004,5.253714441,3.50567365,8.015715593,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180107T0007Z_D_C-CSW-C001_SCUBA-PUMP,TARA_G100013922,TARA_EVENT_20180107T0007Z_OA000-I26-S02_D_C-CSW-C001_SCUBA-PUMP,3.2,3.2,3.2,OA000-I26-S02-C001,not-available,[C-CSW] seawater (ENVO:00002149) surrounding a coral colony (CSW = colony-surrounding-water) part of a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,AT-97,analysis date/time=2018-05-30T15:33,[2] good,200,[2] good,2204.3,2205.18172,[2] good,1900.7,1901.46028,[2] good,13.3325,0.056,0.056,415.2055092,413.9467368,1678.394635,212.3894435,10.67620149,8.782464266,0.007393587,5.199575286,3.465979794,8.013499218,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180107T0529Z_D_S-SRF_ZODIAC-PUMP,TARA_G100013926,TARA_EVENT_20180107T0529Z_OA000-I26-S02_D_S-SRF_ZODIAC-PUMP,1,3,2,OA000-I26-S02-C000,not-available,[S-SRF] marine surface layer (ENVO:01001581) below the ocean-atmosphere interface (ENVO:01001309) near a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,AT-101,analysis date/time=2018-05-30T14:50,[2] good,200,[2] good,2189,2189.8756,[2] good,1867.5,1868.247,[2] good,13.1325,0.058,0.058,374.8973511,373.7602752,1635.557972,223.0410639,9.647964113,9.446849249,0.006853737,5.459859982,3.639047669,8.046536145,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180107T2355Z_D_C-CSW-C001_SCUBA-PUMP,TARA_G100015651,TARA_EVENT_20180107T2355Z_OA000-I26-S03_D_C-CSW-C001_SCUBA-PUMP,11.2,11.2,11.2,OA000-I26-S03-C001,not-available,[C-CSW] seawater (ENVO:00002149) surrounding a coral colony (CSW = colony-surrounding-water) part of a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,AT-102,analysis date/time=2018-05-30T13:36,[2] good,200,[2] good,2197.7,2198.57908,[2] good,1926.5,1927.2706,[2] good,21.3325,0.0885,0.0885,475.9205257,474.4705999,1723.219684,191.6908486,12.3600676,7.567734361,0.008303355,4.686579266,3.119533989,7.964518666,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180108T0540Z_D_S-SRF_ZODIAC-PUMP,TARA_G100017886,TARA_EVENT_20180108T0540Z_OA000-I26-S03_D_S-SRF_ZODIAC-PUMP,1,3,2,OA000-I26-S03-C000,not-available,[S-SRF] marine surface layer (ENVO:01001581) below the ocean-atmosphere interface (ENVO:01001309) near a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,AT-103,analysis date/time=2018-05-30T14:31,[2] good,200,[2] good,2186.3,2187.17452,[2] good,1859.7,1860.44388,[2] good,13.1325,0.0475,0.0475,357.8284934,356.7376842,1624.9609,226.1778631,9.305116703,9.445816679,0.006619042,5.536136809,3.683911861,8.063104582,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180305T0130Z_D_O-SRF_DOLPHIN-CARBOY,TARA_G100014052,TARA_EVENT_20180305T0130Z_OA169-I00-S00_D_O-SRF_DOLPHIN-CARBOY,0,0.3,0.15,OA169-I00-S00-C000,not-available,[O-SRF] marine surface layer (ENVO:01001581) at the ocean-atmosphere interface (ENVO:01001309) part of an open ocean environment (ENVO:00000015),BGC-CARB,R01,TR1,AT-91,analysis date/time=2018-05-30T16:10,[2] good,200,[2] good,2235.9,2236.79436,[2] good,1947.5,1948.279,[2] good,10.4325,0.0288,0.0288,395.9248966,394.6664819,1734.586681,202.5085958,11.1837229,6.628094902,0.007163279,4.911180251,3.234288272,8.038635185,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180305T0130Z_D_O-SRF_DOLPHIN-CARBOY,TARA_G100014053,TARA_EVENT_20180305T0130Z_OA169-I00-S00_D_O-SRF_DOLPHIN-CARBOY,0,0.3,0.15,OA169-I00-S00-C000,not-available,[O-SRF] marine surface layer (ENVO:01001581) at the ocean-atmosphere interface (ENVO:01001309) part of an open ocean environment (ENVO:00000015),BGC-CARB,R02,TR1,AT-93,analysis date/time=2018-05-30T16:28,[2] good,200,[2] good,2234.1,2234.99364,[2] good,1945.8,1946.57832,[2] good,10.4325,0.0288,0.0288,395.4725031,394.2155263,1733.030692,202.3766838,11.17094411,6.62972454,0.007161518,4.907981158,3.23218149,8.038741952,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180315T2257Z_D_S-SRF_ZODIAC-PUMP,TARA_G100017889,TARA_EVENT_20180315T2257Z_OA000-I27-S01_D_S-SRF_ZODIAC-PUMP,1,3,2,OA000-I27-S01-C000,not-available,[S-SRF] marine surface layer (ENVO:01001581) below the ocean-atmosphere interface (ENVO:01001309) near a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,AT-36,analysis date/time=2018-05-30T10:05,[2] good,200,[2] good,2260.5,2261.4042,[2] good,1942.7,1943.47708,[2] good,13.1325,0.071,0.071,262.7360523,261.8394749,1712.151947,222.5826052,8.742527394,5.469754306,0.005160268,5.424364338,3.500174612,8.198692917,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180315T2257Z_D_S-SRF_ZODIAC-PUMP,TARA_G100017889,TARA_EVENT_20180315T2257Z_OA000-I27-S01_D_S-SRF_ZODIAC-PUMP,1,3,2,OA000-I27-S01-C000,not-available,[S-SRF] marine surface layer (ENVO:01001581) below the ocean-atmosphere interface (ENVO:01001309) near a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR2,AT-36,analysis date/time=2019-11-25T11:46,[2] good,200,[3] questionable,2234.9,2235.79396,[3] questionable,1914.1,1914.86564,[4] bad,13.1325,0.071,0.071,252.7611679,251.8986294,1682.921102,223.5339241,8.410613676,5.588542882,0.005050582,5.447548091,3.515134371,8.208023685,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180316T0156Z_D_C-CSW-C001_SCUBA-PUMP,TARA_G100017884,TARA_EVENT_20180316T0156Z_OA000-I27-S01_D_C-CSW-C001_SCUBA-PUMP,5,6,5.5,OA000-I27-S01-C001,not-available,[C-CSW] seawater (ENVO:00002149) surrounding a coral colony (CSW = colony-surrounding-water) part of a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,not-provided,analysis date/time=2019-11-22T12:44,[2] good,200,[2] good,2300.6,2301.52024,[2] good,2007.1,2007.90284,[2] good,16.1325,0.071,0.071,301.0562586,300.0239402,1789.554977,208.2154676,10.13239587,4.793635108,0.005684833,5.072185758,3.269122798,8.157709672,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180316T2308Z_D_S-SRF_ZODIAC-PUMP,TARA_G100015311,TARA_EVENT_20180316T2308Z_OA000-I27-S02_D_S-SRF_ZODIAC-PUMP,1,3,2,OA000-I27-S02-C000,not-available,[S-SRF] marine surface layer (ENVO:01001581) below the ocean-atmosphere interface (ENVO:01001309) near a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,not-provided,analysis date/time=2019-11-25T12:04,[2] good,200,[3] questionable,2260.5,2261.4042,[3] questionable,1972.2,1972.98888,[3] questionable,13.1325,0.06,0.06,302.0985055,301.0639877,1759.853,203.0175223,10.11835738,4.770210251,0.0057946,4.937068959,3.185452032,8.148759969,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180321T0140Z_D_C-CSW-C001_SCUBA-PUMP,TARA_G100014066,TARA_EVENT_20180321T0140Z_OA000-I28-S01_D_C-CSW-C001_SCUBA-PUMP,6,6,6,OA000-I28-S01-C001,not-available,[C-CSW] seawater (ENVO:00002149) surrounding a coral colony (CSW = colony-surrounding-water) part of a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,AT-94,analysis date/time=2019-11-25T12:39,[2] good,200,[2] good,2274.1,2275.00964,[2] good,1981.4,1982.19256,[2] good,16.1325,0.079,0.079,398.28169,397.0146161,1764.100917,206.8098536,11.2817893,6.635871305,0.007095525,5.017684682,3.302744155,8.043223024,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180321T0749Z_D_S-SRF_ZODIAC-PUMP,TARA_G100013895,TARA_EVENT_20180321T0749Z_OA000-I28-S01_D_S-SRF_ZODIAC-PUMP,1,3,2,OA000-I28-S01-C000,not-available,[S-SRF] marine surface layer (ENVO:01001581) below the ocean-atmosphere interface (ENVO:01001309) near a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,not-provided,analysis date/time=2019-11-25T12:21,[2] good,200,[2] good,2272.5,2273.409,[2] good,1972.8,1973.58912,[2] good,13.1325,0.0705,0.0705,385.6505629,384.4238621,1751.566993,211.1072307,10.91489624,6.822832614,0.006916837,5.120135991,3.370871844,8.054124213,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180322T0045Z_D_C-CSW-C001_SCUBA-PUMP,TARA_G100013901,TARA_EVENT_20180322T0045Z_OA000-I28-S02_D_C-CSW-C001_SCUBA-PUMP,5.5,5.5,5.5,OA000-I28-S02-C001,not-available,[C-CSW] seawater (ENVO:00002149) surrounding a coral colony (CSW = colony-surrounding-water) part of a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,not-provided,analysis date/time=2019-11-25T13:17,[2] good,200,[2] good,2266.9,2267.80676,[2] good,1952.6,1953.38104,[2] good,15.6325,0.0215,0.0215,379.9148834,378.726574,1722.485393,220.5161888,10.37945785,7.780479854,0.006812771,5.353238077,3.540715424,8.0564987,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180322T0236Z_D_S-SRF_ZODIAC-PUMP,TARA_G100013897,TARA_EVENT_20180322T0236Z_OA000-I28-S02_D_S-SRF_ZODIAC-PUMP,1,3,2,OA000-I28-S02-C000,not-available,[S-SRF] marine surface layer (ENVO:01001581) below the ocean-atmosphere interface (ENVO:01001309) near a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,not-provided,analysis date/time=2019-11-25T12:59,[2] good,200,[2] good,2274.5,2275.4098,[2] good,1952.2,1952.98088,[2] good,13.1325,0.023,0.023,368.6403696,367.4871974,1717.018559,225.8902809,10.07203991,7.990220719,0.006630776,5.48403471,3.627249836,8.068228839,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180323T0121Z_D_C-CSW-C001_SCUBA-PUMP,TARA_G100015154,TARA_EVENT_20180323T0121Z_OA000-I28-S03_D_C-CSW-C001_SCUBA-PUMP,10,10,10,OA000-I28-S03-C001,not-available,[C-CSW] seawater (ENVO:00002149) surrounding a coral colony (CSW = colony-surrounding-water) part of a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,not-provided,analysis date/time=2019-11-25T14:27,[2] good,200,[2] good,2256.9,2257.80276,[2] good,1944,1944.7776,[2] good,20.1325,0.0315,0.0315,371.3235293,370.1539708,1715.62335,218.8700253,10.2842244,7.522336202,0.006737063,5.299389503,3.499703438,8.062936632,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180323T0646Z_D_S-SRF_ZODIAC-PUMP,TARA_G100013904,TARA_EVENT_20180323T0646Z_OA000-I28-S03_D_S-SRF_ZODIAC-PUMP,1,3,2,OA000-I28-S03-C000,not-available,[S-SRF] marine surface layer (ENVO:01001581) below the ocean-atmosphere interface (ENVO:01001309) near a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,not-provided,analysis date/time=2019-11-25T14:10,[2] good,200,[2] good,2256.5,2257.4026,[2] good,1945.4,1946.17816,[2] good,13.1325,0.024,0.024,373.9551159,372.7773846,1718.015088,217.805089,10.35798256,7.480351775,0.006769533,5.281302612,3.487195468,8.060848265,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180324T2220Z_D_C-COL_SCUBA-CORER,TARA_CO-1002706,TARA_EVENT_20180324T2220Z_OA000-I28-S03_D_C-COL_SCUBA-CORER,11,13.1,12.05,OA000-I28-S03-C901,not-available,[C-CSW] seawater (ENVO:00002149) surrounding a coral colony (CSW = colony-surrounding-water) part of a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,AT-99,analysis date/time=2019-11-25T13:52,[2] good,200,[2] good,2270.1,2271.00804,[2] good,1963.1,1963.88524,[2] good,23.2325,0.024,0.024,386.5542343,385.3367037,1737.542008,215.6371761,10.70605598,7.317888113,0.006927173,5.218840892,3.446629601,8.050871079,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180324T2220Z_D_C-COL_SCUBA-CORER,TARA_CO-1013032,TARA_EVENT_20180324T2220Z_OA000-I28-S03_D_C-COL_SCUBA-CORER,11,13.1,12.05,OA000-I28-S03-C902,not-available,[C-CSW] seawater (ENVO:00002149) surrounding a coral colony (CSW = colony-surrounding-water) part of a coral reef environment (ENVO:00000150),BGC-CARB,no-replicate,TR1,G-084,analysis date/time=2019-11-25T13:34,[2] good,200,[2] good,2271.5,2272.4086,[2] good,1967.4,1968.18696,[2] good,23.2325,0.024,0.024,392.4562472,391.220127,1743.471148,213.8462935,10.86951889,7.232432763,0.007009022,5.175498035,3.418005089,8.045769719,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180524T2226Z_D_O-SRF_DOLPHIN-CARBOY,TARA_G100013891,TARA_EVENT_20180524T2226Z_OA173-I00-S00_D_O-SRF_DOLPHIN-CARBOY,0,0.3,0.15,OA173-I00-S00-C000,not-available,[O-SRF] marine surface layer (ENVO:01001581) at the ocean-atmosphere interface (ENVO:01001309) part of an open ocean environment (ENVO:00000015),BGC-CARB,R01,TR1,not-provided,analysis date/time=2019-11-22T15:46,[2] good,200,[2] good,2282.2,2283.11288,[2] good,1989.9,1990.69596,[2] good,10.4325,0.04,0.04,355.1056997,353.9239577,1775.329413,204.3510985,11.01544868,5.322460598,0.00657793,4.898178588,3.195439689,8.085164568,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180524T2226Z_D_O-SRF_DOLPHIN-CARBOY,TARA_G100013892,TARA_EVENT_20180524T2226Z_OA173-I00-S00_D_O-SRF_DOLPHIN-CARBOY,0,0.3,0.15,OA173-I00-S00-C000,not-available,[O-SRF] marine surface layer (ENVO:01001581) at the ocean-atmosphere interface (ENVO:01001309) part of an open ocean environment (ENVO:00000015),BGC-CARB,R02,TR1,not-provided,analysis date/time=2019-11-22T15:29,[2] good,200,[2] good,2285.5,2286.4142,[2] good,1994,1994.7976,[2] good,10.4325,0.04,0.04,357.5415534,356.3517052,1779.738362,203.9682284,11.09100934,5.299327855,0.006606644,4.889001413,3.189452747,8.083272901,,,,,,,,,,,,,,,,,,,,,,,
TARA_20180531T2105Z_D_O-SRF_DOLPHIN-CARBOY,TARA_G100014162,TARA_EVENT_20180531T2105Z_OA179-I00-S00_D_O-SRF_DOLPHIN-CARBOY,0,0.3,0.15,OA179-I00-S00-C000,not-available,[O-SRF] marine surface layer (ENVO:01001581) at the ocean-atmosphere interface (ENVO:01001309) part of an open ocean environment (ENVO:00000015),BGC-CARB,R01,TR1,not-provided,analysis date/time=2019-11-22T15:11,[2] good,200,[2] good,2288.5,2289.4154,[2] good,2016.3,2017.10652,[2] good,10.4325,0.0235,0.0235,432.6310657,431.2295022,1811.815778,192.6336509,12.65709067,5.528404979,0.0076437,4.625213116,3.036891808,8.013800886,,,,,,,,,,,,,,,,,,,,,,,
